expr_id,labeled_text
279,"Un [O] polinomio [B-EXTYPE] de [O] coeficientes [B-ELEM] complejos [B-NSET] negativos [B-ELCHAR] de [O] grado [B-ATRIB] 5 [B-ATVAL] , [O] sin [B-EXCHAR] orden [I-EXCHAR] y [O] completo [B-EXCHAR]"
279,Es [O] un [O] polinomio [B-EXTYPE] con [O] coeficientes [B-ELEM] complejos [B-NSET] y [O] de [O] grado [B-ATRIB] 5 [B-ATVAL]
296,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 3 [B-ATVAL] con [O] constantes [B-ELEM] complejas [B-NSET]
296,"Polinomio [B-EXTYPE] grado [B-ATRIB] 3 [B-ATVAL] , [O] completo [B-EXCHAR]"
334,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] cuatro [B-ATVAL] , [O] completo [B-EXCHAR] y [O] desordenado [B-EXCHAR]"
341,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-ATVAL] con [O] coeficientes [B-ELEM] negativos [B-ELCHAR] complejos. [B-NSET] Está [O] completo [B-EXCHAR] y [O] en [O] orden [B-ATRIB] ascendente [B-ATVAL]
356,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-ATVAL] incompleto [B-EXCHAR]
356,"Es [O] un [O] polinomio [B-EXTYPE] completo [B-EXCHAR] , [O] ordenado [B-EXCHAR] , [O] con [O] constantes [B-ELEM] complejas [B-NSET] , [O] y [O] grado [B-ATRIB] 8 [B-ATVAL]"
357,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 1 [B-ATVAL] con [O] números [B-ELEM] complejos [B-NSET] y [O] todos [O] los [O] términos [B-ELEM] positivos [B-ELCHAR]
357,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 1 [B-ATVAL] completo [B-EXCHAR]
359,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-ATVAL] completo [B-EXCHAR]
359,"Es [O] un [O] polinomio [B-EXTYPE] , [O] de [O] 9 [B-ELCOUNT] términos [B-ELEM] , [O] con [O] grado [B-ATRIB] 8 [B-ATVAL] , [O] completo [B-EXCHAR] , [O] y [O] con [O] constantes [B-ELEM] que [O] acompañan [O] a [O] las [O] variables [O] , [O] pertenecientes [O] a [O] los [O] complejos [B-NSET]"
370,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] grado [B-ATRIB] 5 [B-ATVAL] con [O] coeficientes [B-ELEM] imaginarios [B-NSET]
381,"Polinomio [B-EXTYPE] de [O] variable [B-ELEM] x [B-VAR] , [O] de [O] grado [B-ATRIB] 1 [B-ATVAL] y [O] coeficientes [B-ELEM] imaginarios [B-NSET]"
423,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 7 [B-ATVAL] completo [B-EXCHAR] y [O] ordenado [B-EXCHAR] de [O] forma [O] descendiente [O]
432,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 3 [B-ATVAL] , [O] completo [B-EXCHAR] , [O] desordenado [B-EXCHAR]"
435,"Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 6 [B-ATVAL] , [O] completo [B-EXCHAR] , [O] compuesto [O] de [O] números [B-ELEM] complejos [B-NSET]"
445,Es [O] un [O] polinomio [B-EXTYPE] con [O] números [B-ELEM] complejos [B-NSET] como [O] coeficientes [B-ELEM] de [O] x [B-VAR]
463,Polinomio [B-EXTYPE] de [O] potencia [B-ATRIB] mayor [O] 8 [B-ELVAL]
481,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] cuatro [B-ATVAL] completo [B-EXCHAR]
508,Polinomio [B-EXTYPE]
508,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 8 [B-ATVAL] con [O] coeficientes [B-ELEM] complejos [B-NSET]
511,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] dos [B-ATVAL] con [O] coeficientes [B-ELEM] de [O] numeros [O] complejos [B-NSET]
520,Polinomio [B-EXTYPE] de [O] grado [B-ATRIB] 5 [B-ATVAL] con [O] números [B-ELEM] complejos [B-NSET]
533,"Polinomio [B-EXTYPE] en [O] indeterminada [B-ELEM] x [B-VAR] de [O] 4to [B-ATVAL] grado [B-ATRIB] , [O] completo [B-EXCHAR] y [O] con [O] coeficientes [B-ELEM] complejos. [B-NSET] Está [O] ordenado [B-EXCHAR] de [O] forma [O] ascendente [O]"
538,Polinomio [B-EXTYPE] completo [B-EXCHAR] de [O] quinto [B-ATVAL] grado [B-ATRIB] con [O] coeficientes [B-ELEM] complejos. [B-NSET] El [O] polinomio [B-EXTYPE] está [O] en [O] orden [B-ATRIB] descendiente [B-ATVAL]
538,Polinomio [B-EXTYPE] complejo [B-NSET] de [O] grado [B-ATRIB] 5 [B-ATVAL]
29,"Sistema [B-EXTYPE] homogéneo [B-EXCHAR] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] y [O] 2 [B-ELCOUNT] incógnitas [B-ELEM] ( [O] y [B-VAR] , [O] z [B-VAR] ) [O]"
29,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] homogenea [B-EXCHAR]
40,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] lineal [B-EXCHAR] con [O] tres [B-ELCOUNT] incógnita [B-ELEM] y [O] tres [B-ELCOUNT] ecuaciones [B-ELEM]
44,"Sistema [B-EXTYPE] de [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 3 [B-ELCOUNT] incógnitas [B-ELEM] , [O] ordenado [B-EXCHAR] y [O] con [O] algunos [O] coeficientes [B-ELEM] fraccionarios [B-NSET]"
44,"Sistema [B-EXTYPE] de [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 3 [B-ELCOUNT] incógnitas [B-ELEM] , [O] las [O] incógnitas [B-ELEM] son [O] x [B-VAR] , [O] y [B-VAR] y [O] z [B-VAR] , [O] en [O] un [O] caso [O] , [O] el [O] resultado [B-ELEM] es [O] una [O] fracción [B-NSET]"
50,"Sistema [B-EXTYPE] de [O] tres [B-ELCOUNT] ecuaciones [B-ELEM] con [O] tres [B-ELCOUNT] variables [B-ELEM] , [O] cuatro [B-ELCOUNT] coeficientes [B-ELEM] negativos [B-ELCHAR] , [O] el [O] resto [O] positivos [B-ELCHAR] . [O]"
52,"Sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 3 [B-ELCOUNT] variables [B-ELEM] , [O] con [O] los [O] coeficientes [B-ELEM] de [O] la [O] primer [O] variable [O] ( [O] x [B-VAR] ) [O] nulos [B-ELCHAR] en [O] la [O] segunda [O] y [O] tercera [O] ecuacion [B-ELEM] , [O] los [O] de [O] la [O] segunda [O] ( [O] y [B-VAR] ) [O] en [O] la [O] primera [O] y [O] los [O] de [O] la [O] tercera [O] ( [O] z [B-VAR] ) [O] nulos [B-ELCHAR] en [O] la [O] tercer [O] ecuacion [B-ELEM]"
73,"Sistema [B-EXTYPE] homogéneo [B-EXCHAR] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] , [O] con [O] 3 [B-ELCOUNT] incógnitas [B-ELEM] ( [O] x [B-VAR] , [O] y [B-VAR] , [O] z [B-VAR] ) [O] ordenado [B-EXCHAR] y [O] con [O] muchos [O] coeficientes [B-ELEM] fraccionarios [B-NSET]"
73,Sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 3 [B-ELCOUNT] incógnitas [B-ELEM]
96,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] 3 [B-ELCOUNT] variables [B-ELEM]
96,"Sistema [B-EXTYPE] de [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] 3 [B-ELCOUNT] incógnitas [B-ELEM] , [O] x [B-VAR] , [O] z [B-VAR] e [O] y [B-VAR] c. [O] La [O] primera [B-ELEM] ecuación [I-ELEM] tiene [O] dos [B-ELCOUNT] variables [B-ELEM] , [O] x [B-VAR] e [O] y [B-VAR] , [O] y [O] la [O] segunda [B-ELEM] ecuación [I-ELEM] tiene [O] dos [B-ELCOUNT] variables [B-ELEM] , [O] z [B-VAR] e [O] y [B-VAR] . [O]"
113,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] lineales [B-EXCHAR] compatible [B-EXCHAR] determinado [B-EXCHAR] con [O] tres [B-ELCOUNT] ecuaciones [B-ELEM] y [O] tres [B-ELCOUNT] incógnitas [B-ELEM]
125,"Sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] y [O] 3 [B-ELCOUNT] variables [B-ELEM] x [B-VAR] , [O] y [B-VAR] , [O] z. [B-VAR] Las [O] ecuaciones [B-ELEM] no [O] están [O] en [O] orden [O]"
125,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] con [O] tres [B-ELCOUNT] ecuaciones [B-ELEM] y [O] tres [B-ELCOUNT] incognitas [B-ELEM]
129,"Sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] incompletas [B-ELCHAR] con [O] 3 [B-ELCOUNT] incógnitas [B-ELEM] x [B-VAR] , [O] y [B-VAR] , [O] z. [B-VAR] El [O] sistema [B-EXTYPE] es [O] homogéneo [B-EXCHAR]"
129,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] homogeneo [B-EXCHAR]
132,Sistema [B-EXTYPE] de [I-EXTYPE] ecuacion [I-EXTYPE] de [O] 3 [B-ELCOUNT] variables [B-ELEM]
132,sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM]
147,sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] homogéneo [B-EXCHAR]
163,Sistema [B-EXTYPE] homogeneo [B-EXCHAR] de [O] tres [B-ELCOUNT] ecuaciones [B-ELEM] lineales [B-ELCHAR] con [O] tres [B-ELCOUNT] incognitas [B-ELEM]
166,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] conformado [O] por [O] dos [B-ELCOUNT] ecuaciones. [B-ELEM] Ambas [O] ecuaciones [B-ELEM] con [O] una [B-ELCOUNT] única [O] variable [B-ELEM] por [O] ecuación [B-ELEM]
183,"Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] compatible [B-EXCHAR] indeterminado [B-EXCHAR] , [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] y [O] 3 [B-ELCOUNT] incógnitas [B-ELEM]"
183,"Sistema [B-EXTYPE] de [O] 2 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 3 [B-ELCOUNT] incógnitas [B-ELEM] ( [O] x [B-VAR] , [O] y [B-VAR] , [O] z [B-VAR] ) [O] . [O] Las [O] ecuaciones [B-ELEM] están [O] completas [B-ELCHAR] y [O] desordenadas [B-ELCHAR]"
202,Sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] y [O] 3 [B-ELCOUNT] variables. [B-ELEM] El [O] sistema [B-EXTYPE] es [O] completo [B-EXCHAR] y [O] en [B-EXCHAR] desorden. [I-EXCHAR] Todos [O] los [O] coeficientes [B-ELEM] de [O] las [O] x [B-VAR] son [O] positivos [B-ELCHAR]
202,"es [O] un [O] sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] variables [B-ELEM] x [B-VAR] , [O] y [B-VAR] , [O] z [B-VAR] multiplicada [O] por [O] escalares [O]"
216,Sistema [B-EXTYPE] de [O] 2 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 3 [B-ELCOUNT] variables [B-ELEM] cada [O] uno [O]
216,sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] 3 [B-ELCOUNT] variables [B-ELEM]
244,sistema [B-EXTYPE] de [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] y [O] 3 [B-ELCOUNT] incognitas [B-ELEM]
244,Sistema [B-EXTYPE] de [O] 2 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 3 [B-ELCOUNT] incognitas [B-ELEM]
274,"sistema [B-EXTYPE] de [O] tres [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 3 [B-ELCOUNT] variables [B-ELEM] ( [O] x [B-VAR] , [O] y [B-VAR] , [O] z [B-VAR] ) [O] compuesto [O] de [O] coeficientes [B-ELEM] enteros [B-NSET] y [O] fraccionarios [B-NSET]"
298,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] tres [B-ELCOUNT] variables [B-ELEM]
304,sistema [B-EXTYPE] homogeneo [B-EXCHAR] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] de [O] con [O] 3 [B-ELCOUNT] incógnitas [B-ELEM]
304,"Es [O] un [O] sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] , [O] con [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] y [O] 3 [B-ELCOUNT] incógnitas [B-ELEM] que [O] no [B-EXCHAR] esta [I-EXCHAR] ordenado [I-EXCHAR] en [O] ( [O] x [B-VAR] , [O] y [B-VAR] , [O] z [B-VAR] ) [O] . [O] las [O] 3 [B-ELCOUNT] igualadas [O] a [O] cero [B-ELVAL]"
322,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] lineales [B-ELVAL] con [O] tres [B-ELCOUNT] variables [B-ELEM] y [O] dos [B-ELCOUNT] ecuaciones. [B-ELEM] La [O] mayoria [O] de [O] los [O] coeficientes [B-ELEM] son [O] fracciones [B-NSET]
336,Sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 3 [B-ELCOUNT] incógnitas [B-ELEM] de [O] grado [B-ATRIB] 1 [B-ATVAL]
366,"Es [O] un [O] sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] 2 [B-ELCOUNT] ecuaciones [B-ELEM] y [O] 3 [B-ELCOUNT] incógnitas [B-ELEM] , [O] el [O] cual [O] constituye [O] un [O] sistema [B-EXTYPE] compatible [B-EXCHAR] indeterminado [B-EXCHAR]"
366,"Sistema [B-EXTYPE] de [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 3 [B-ELCOUNT] incógnitas [B-ELEM] x [B-VAR] , [O] y [B-VAR] , [O] z. [B-VAR] La [O] primer [B-ELEM] ecuación [I-ELEM] está [O] incompleta [B-ELCHAR] con [O] solo [O] la [O] variable [B-ELEM] z [B-VAR]"
387,Sistema [B-EXTYPE] de [O] tres [B-ELCOUNT] ecuaciones. [B-ELEM] Una [O] de [O] ellas [O] de [O] tres [B-ELCOUNT] variables [B-ELEM] y [O] las [O] dos [B-ELCOUNT] restantes [O] de [O] dos [B-ELCOUNT] variables [B-ELEM] o [O] incógnitas [B-ELEM] . [O]
403,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] con [O] tres [B-ELCOUNT] incógnitas [B-ELEM]
424,"Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] 3 [B-ELCOUNT] variables [B-ELEM] ( [O] x [B-VAR] , [O] y [B-VAR] , [O] z [B-VAR] ) [O]"
431,"sistema [B-EXTYPE] de [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] con [O] tres [B-ELEM] variables [B-ELCOUNT] ( [O] x [B-VAR] , [O] y [B-VAR] , [O] z [B-VAR] ) [O] lineales [B-ELCHAR]"
449,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] con [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] y [O] 3 [B-ELCOUNT] incógnitas [B-ELEM]
449,Sistema [B-EXTYPE] de [O] tres [B-ELCOUNT] ecuaciones [B-ELEM] con [O] tres [B-ELCOUNT] variables [B-ELEM]
454,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] homogeneo [B-EXCHAR] de [O] tres [B-ELCOUNT] variables [B-ELEM] de [O] grado [B-ATRIB] uno [B-ATVAL] cada [O] una [O] con [O] tres [B-ELCOUNT] términos [B-ELEM]
457,sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] con [O] 3 [B-ELCOUNT] incognitas. [B-ELEM] Es [O] homogeneo [B-EXCHAR]
461,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE]
488,"Sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 3 [B-ELCOUNT] variables [B-ELEM] ( [O] x [B-VAR] , [O] y [B-VAR] , [O] z [B-VAR] ) [O] con [O] todos [O] sus [O] coeficientes [B-ELEM] distintos [O] de [O] 0 [B-ELVAL]"
490,sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 2 [B-ELCOUNT] incógnitas [B-ELEM] en [O] cada [O] una [O] de [O] ellas [O] pero [O] no [O] necesariamente [O] iguales [O] entre [O] sí [O] las [O] 3 [B-ELCOUNT]
510,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] con [O] 3 [B-ELCOUNT] variables [B-ELEM]
525,Sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 3 [B-ELCOUNT] incógnitas [B-ELEM]
526,"Sistema [B-EXTYPE] de [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] , [O] una [O] con [O] una [B-ELCOUNT] variable [B-ELEM] y [O] dos [B-ELCOUNT] términos [B-ELEM] , [O] y [O] otra [O] con [O] tres [B-ELCOUNT] variables [B-ELEM] y [O] 4 [B-ELCOUNT] terminos [B-ELEM]"
540,Sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 3 [B-ELCOUNT] variables. [B-ELEM] Las [O] dos [B-ELCOUNT] primeras [O] ecuaciones [B-ELEM] están [O] incompletas [B-ELCHAR]
540,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] 3 [B-ELCOUNT] incógnitas [B-ELEM] y [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] incompletas [B-ELCHAR]
554,Sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 3 [B-ELCOUNT] incógnitas [B-ELEM] incompleto. [B-EXCHAR] Algunos [O] coeficientes [B-ELEM] son [O] fraccionarios [B-NSET]
6,"sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] 4 [B-ELCOUNT] variables [B-ELEM] y [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] , [O] no [B-EXCHAR] homogeneo [I-EXCHAR] con [O] coeficientes [B-ELEM] reales [B-NSET] y [O] fraccionarios [B-NSET]"
6,"Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] 3x4. [B-EXCHAR] Variables [B-ELEM] : [O] d [B-VAR] , [O] a [B-VAR] , [O] b [B-VAR] , [O] c [B-VAR] Ecuaciones [B-ELEM] igualadas [O] a [O] 29 [B-ELVAL] , [O] 11 [B-ELVAL] , [O] 42 [B-ELVAL] respectivamente [O] Orden [B-ATRIB] de [O] variables [B-ELEM] en [O] cada [O] ecuación [B-ELEM] : [O] d [B-VAR] , [O] a [B-VAR] , [O] b [B-VAR] , [O] c [B-VAR] = [O] 29 [B-ELVAL] a [B-VAR] , [O] d [B-VAR] , [O] c [B-VAR] , [O] b [B-VAR] = [O] 11 [B-ELVAL] a [B-VAR] , [O] b [B-VAR] , [O] d [B-VAR] , [O] c [B-VAR] = [O] 42 [B-ELVAL]"
14,Sistema [B-EXTYPE] de [O] 4 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 4 [B-ELCOUNT] incognitas. [B-ELEM] No [O] teniendo [O] todas [O] las [O] incógnitas [B-ELEM] del [O] mismo [O] lado. [O] Usando [O] coeficientes [B-ELEM] fraccionarios [B-NSET] positivos [B-ELCHAR] y [O] negativos [B-ELCHAR]
30,"un [O] sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] 4 [B-ELCOUNT] ecuaciones [B-ELEM] y [O] 4 [B-ELCOUNT] incógnitas [B-ELEM] ( [O] es [O] decir [O] , [O] de [O] 4x4 [B-EXCHAR] ) [O] donde [O] varios [O] coeficientes [B-ELEM] de [O] las [O] variables [B-ELEM] son [O] números [O] enteros [B-NSET]"
49,Sistema [B-EXTYPE] lineal [B-EXCHAR] de [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] de [O] cuatro [B-ELCOUNT] variables [B-ELEM] con [O] coeficientes [B-ELEM] fraccionarios [B-NSET] . [O]
109,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] lineales [B-ELCHAR] compatible [B-EXCHAR] indeterminado [B-EXCHAR] con [O] tres [B-ELCOUNT] ecuaciones [B-ELEM] y [O] cuatro [B-ELCOUNT] variables [B-ELEM]
122,"Sistema [B-EXTYPE] de [O] 2 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 4 [B-ELCOUNT] variables [B-ELEM] a [B-VAR] , [O] b [B-VAR] , [O] c [B-VAR] y [O] d [B-VAR]"
122,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] con [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] y [O] 4 [B-ELCOUNT] variables [B-ELEM] completas [B-ELCHAR]
133,"Sistema [B-EXTYPE] de [O] 4 [B-ELCOUNT] ecuaciones [B-ELEM] completo [B-EXCHAR] con [O] 4 [B-ELCOUNT] incógnitas [B-ELEM] a [B-VAR] , [O] b [B-VAR] , [O] c [B-VAR] y [O] d. [B-VAR] Las [O] ecuaciones [B-ELEM] se [O] distribuyen [O] a [O] ambos [O] lados [O] de [O] la [O] igualdad [O]"
133,sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] 4 [B-ELCOUNT] variables [B-ELEM]
164,"Sistema [B-EXTYPE] de [I-EXTYPE] dos [I-EXTYPE] ecuaciones [I-EXTYPE] , [O] con [O] cuatro [B-ELCOUNT] variables [B-ELEM]"
167,"Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] 2 [B-ELCOUNT] ecuaciones [B-ELEM] , [O] una [O] con [O] dos [B-ELCOUNT] incógnita [B-ELEM] y [O] otra [O] con [O] 3 [B-ELCOUNT] incógnitas. [B-ELEM] Ambas [O] ecuaciones [B-ELEM] de [O] grado [B-ATRIB] 1 [B-ATVAL]"
185,"Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] 4 [B-ELCOUNT] incógnitas [B-ELEM] y [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] , [O] compatible [B-EXCHAR] indeterminado [B-EXCHAR]"
185,"Sistema [B-EXTYPE] lineal [B-EXCHAR] de [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 4 [B-ELCOUNT] incógnitas. [B-ELEM] Las [O] ecuaciones [B-ELEM] están [O] completas [B-ELCHAR] y [O] tienen [O] variables [B-ELEM] a [B-VAR] , [O] b [B-VAR] , [O] c [B-VAR] y [O] d [B-VAR]"
189,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] cuatro [B-ELCOUNT] incógnitas [B-ELEM] y [O] cuatro [B-ELCOUNT] ecuaciones [B-ELEM]
214,Sistema [B-EXTYPE] de [O] dos [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 4 [B-ELCOUNT] incognitas [B-ELEM]
220,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE]
220,"Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] lineal [B-EXCHAR] , [O] no [B-EXCHAR] ordenado [I-EXCHAR] , [O] de [O] 4 [B-ELCOUNT] ecuaciones [B-ELEM] y [O] 4 [B-ELCOUNT] incógnitas [B-ELEM] . [O]"
246,Sistema [B-EXTYPE] de [O] 2 [B-ELCOUNT] ecuaciones [B-ELEM] y [O] 4 [B-ELCOUNT] incognitas [B-ELEM]
246,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] con [O] 2 [B-ELCOUNT] ecuaciones [B-ELEM] y [O] 4 [B-ELCOUNT] incógnitas. [B-ELEM] Ambas [O] ecuaciones [B-ELEM] están [O] completas [B-ELCHAR]
247,Sistema [B-EXTYPE] de [O] 4 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 4 [B-ELCOUNT] incognitas [B-ELEM]
247,"sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] 4 [B-ELCOUNT] incognitas [B-ELEM] y [O] 4 [B-ELCOUNT] ecuaciones [B-ELEM] , [O] compatible [B-EXCHAR] determinado [B-EXCHAR] , [O] homogeneo [B-EXCHAR]"
258,"Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] con [O] 4 [B-ELCOUNT] variables [B-ELEM] , [O] no [B-EXCHAR] homogeneo [I-EXCHAR]"
281,"Sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] , [O] teniendo [O] cada [O] una [O] 4 [B-ELCOUNT] incognitas [B-ELEM]"
323,Un [O] sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] formado [O] por [O] 2 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 4 [B-ELCOUNT] incognitas [B-ELEM] . [O]
330,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] con [O] cuatro [B-ELCOUNT] ecuaciones [B-ELEM] y [O] cuatro [B-ELCOUNT] incógnitas [B-ELEM]
353,"Sistema [B-EXTYPE] de [O] cuatro [B-ELCOUNT] ecuaciones [B-ELEM] lineales [B-ELCHAR] con [O] 4 [B-ELCOUNT] variables [B-ELEM] : [O] d [B-VAR] , [O] a [B-VAR] , [O] b [B-VAR] , [O] c [B-VAR]"
353,"Sist [B-EXTYPE] de [O] 4 [B-ELCOUNT] ecuaciones [B-ELEM] con [O] 4 [B-ELCOUNT] incognitas [B-ELEM] Sistema [B-EXTYPE] compatible [B-EXCHAR] determinado [B-EXCHAR] Variables= [B-ELEM] a [B-VAR] , [O] b [B-VAR] , [O] c [B-VAR] , [O] d. [B-VAR] Homogeneo [B-EXCHAR]"
355,Sistema [B-EXTYPE] de [I-EXTYPE] ecuación [I-EXTYPE] de [O] 4 [B-ELCOUNT] variables [B-ELEM] y [O] 2 [B-ELCOUNT] ecuaciones. [B-ELEM] El [O] sistema [B-EXTYPE] tendrá [O] infinitas [O] soluciones [O]
371,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE]
377,"Sistema [B-EXTYPE] de [O] 3 [B-ELCOUNT] ecuaciones [B-ELEM] , [O] de [O] variables [B-ELEM] a [B-VAR] , [O] c [B-VAR] , [O] b [B-VAR] y [O] d. [B-VAR] Todas [O] de [O] grado [B-ATRIB] 1 [B-ATVAL] y [O] de [O] 4 [B-ELCOUNT] términos [B-ELEM] cada [O] una [O]"
385,Sistema [B-EXTYPE] de [I-EXTYPE] ecuaciones [I-EXTYPE] de [O] 4 [B-ELCOUNT] variables [B-ELEM]
