,tree,group
22,"CASES,EQ,SUM,MUL,VN,b,E,MUL,VN,c,E,MUL,VN,d,E,NEG,MUL,VN,a,E,E,VN,EQ,SUM,MUL,VF,d,E,NEG,MUL,VF,a,E,NEG,MUL,VN,b,E,MUL,VN,c,E,E,VN,EQ,SUM,NEG,MUL,VN,b,E,MUL,VN,d,E,MUL,VN,a,E,MUL,VF,c,E,E,VF,E",11
23,"CASES,EQ,SUM,NEG,MUL,VN,d,E,MUL,VF,c,E,MUL,VF,b,E,MUL,VF,a,E,E,VF,EQ,SUM,MUL,VN,d,E,MUL,VN,c,E,NEG,MUL,VN,a,E,NEG,MUL,VF,b,E,E,VF,EQ,SUM,NEG,MUL,VF,c,E,MUL,VF,a,E,MUL,VN,d,E,MUL,VF,b,E,E,VN,E",11
24,"CASES,EQ,SUM,MUL,VN,d,E,MUL,VF,a,E,MUL,VN,b,E,MUL,VF,c,E,E,VN,EQ,SUM,NEG,MUL,VF,b,E,MUL,VF,d,E,MUL,VF,a,E,NEG,MUL,VN,c,E,E,VN,EQ,SUM,NEG,MUL,VF,d,E,MUL,VN,c,E,MUL,VN,b,E,MUL,VN,a,E,E,VF,E",11
25,"CASES,EQ,SUM,MUL,VN,d,E,MUL,VN,c,E,MUL,VN,b,E,NEG,MUL,VN,a,E,E,0,EQ,SUM,MUL,VN,d,E,NEG,MUL,VN,c,E,NEG,MUL,VN,b,E,MUL,VN,a,E,E,0,EQ,SUM,NEG,MUL,VF,d,E,MUL,VN,c,E,NEG,MUL,VN,b,E,NEG,MUL,VN,a,E,E,0,EQ,SUM,MUL,VN,d,E,NEG,MUL,VN,c,E,NEG,MUL,VN,b,E,MUL,VF,a,E,E,0,E",11
26,"CASES,EQ,SUM,NEG,MUL,VF,c,E,NEG,MUL,VN,a,E,NEG,MUL,VN,b,E,NEG,MUL,VN,d,E,E,0,EQ,SUM,MUL,VN,c,E,MUL,VN,a,E,NEG,MUL,VN,b,E,NEG,MUL,VN,d,E,E,0,EQ,SUM,MUL,VF,c,E,MUL,VF,a,E,MUL,VN,b,E,MUL,VN,d,E,E,0,EQ,SUM,MUL,VN,c,E,MUL,VN,a,E,MUL,VN,b,E,NEG,MUL,VF,d,E,E,0,E",11
27,"CASES,EQ,SUM,MUL,VF,c,E,MUL,VF,a,E,NEG,MUL,VF,b,E,MUL,VN,d,E,E,0,EQ,SUM,NEG,MUL,VN,c,E,MUL,VF,a,E,MUL,VF,b,E,MUL,VF,d,E,E,0,EQ,SUM,MUL,VF,c,E,MUL,VF,a,E,NEG,MUL,VN,b,E,MUL,VN,d,E,E,0,EQ,SUM,MUL,VN,c,E,MUL,VN,a,E,NEG,MUL,VN,b,E,NEG,MUL,VF,d,E,E,0,E",11
28,"CASES,EQ,SUM,MUL,VN,a,E,NEG,MUL,VN,c,E,MUL,VN,d,E,NEG,MUL,VF,b,E,E,0,EQ,SUM,MUL,VF,a,E,NEG,MUL,VF,c,E,MUL,VF,d,E,MUL,VN,b,E,E,0,EQ,SUM,NEG,MUL,VF,a,E,NEG,MUL,VF,c,E,NEG,MUL,VF,d,E,NEG,MUL,VN,b,E,E,0,EQ,SUM,NEG,MUL,VF,a,E,NEG,MUL,VN,c,E,NEG,MUL,VF,d,E,NEG,MUL,VN,b,E,E,0,E",11
29,"CASES,EQ,SUM,MUL,VF,d,E,MUL,VN,b,E,NEG,MUL,VF,c,E,MUL,VN,a,E,E,0,EQ,SUM,NEG,MUL,VF,d,E,NEG,MUL,VF,b,E,NEG,MUL,VF,c,E,NEG,MUL,VF,a,E,E,0,EQ,SUM,NEG,MUL,VF,d,E,NEG,MUL,VN,b,E,NEG,MUL,VN,c,E,NEG,MUL,VN,a,E,E,0,EQ,SUM,MUL,VF,d,E,NEG,MUL,VN,b,E,MUL,VF,c,E,MUL,VF,a,E,E,0,E",11
30,"CASES,EQ,SUM,MUL,VN,c,E,MUL,VN,a,E,E,SUM,MUL,VN,d,E,MUL,VF,b,E,VF,E,EQ,VF,SUM,NEG,MUL,VN,d,E,NEG,MUL,VN,b,E,NEG,MUL,VF,c,E,MUL,VN,a,E,E,EQ,SUM,NEG,MUL,VN,d,E,MUL,VN,c,E,E,SUM,MUL,VN,b,E,NEG,MUL,VF,a,E,VF,E,EQ,VF,SUM,MUL,VN,c,E,MUL,VF,b,E,NEG,MUL,VN,a,E,MUL,VF,d,E,E,E",11
31,"CASES,EQ,SUM,MUL,VF,c,E,E,SUM,NEG,MUL,VN,b,E,NEG,MUL,VN,d,E,NEG,MUL,VF,a,E,VF,E,EQ,SUM,NEG,MUL,VF,c,E,MUL,VF,a,E,NEG,MUL,VN,d,E,E,SUM,MUL,VN,b,E,VF,E,EQ,VF,SUM,NEG,MUL,VN,b,E,MUL,VN,d,E,NEG,MUL,VN,c,E,MUL,VF,a,E,E,EQ,SUM,NEG,MUL,VN,c,E,NEG,MUL,VF,d,E,MUL,VF,a,E,E,SUM,MUL,VF,b,E,VN,E,E",11
32,"CASES,EQ,SUM,MUL,VN,c,E,E,SUM,MUL,VN,d,E,MUL,VF,b,E,NEG,MUL,VN,a,E,VN,E,EQ,SUM,NEG,MUL,VN,a,E,E,SUM,NEG,MUL,VF,c,E,MUL,VN,b,E,NEG,MUL,VF,d,E,VF,E,EQ,SUM,MUL,VF,a,E,MUL,VN,d,E,E,SUM,MUL,VF,c,E,MUL,VN,b,E,VF,E,EQ,SUM,NEG,MUL,VN,c,E,E,SUM,MUL,VN,b,E,MUL,VN,a,E,NEG,MUL,VF,d,E,VN,E,E",11
33,"CASES,EQ,SUM,NEG,MUL,VN,b,E,MUL,VN,a,E,NEG,MUL,VN,c,E,E,SUM,NEG,MUL,VN,d,E,VN,E,EQ,SUM,NEG,MUL,VF,b,E,MUL,VF,c,E,NEG,MUL,VN,a,E,E,SUM,MUL,VN,d,E,VN,E,EQ,SUM,NEG,MUL,VN,d,E,NEG,MUL,VF,a,E,E,SUM,MUL,VN,c,E,MUL,VF,b,E,VF,E,EQ,SUM,MUL,VF,c,E,E,SUM,MUL,VF,d,E,NEG,MUL,VN,a,E,MUL,VF,b,E,VN,E,E",11
34,"CASES,EQ,VN,SUM,MUL,VN,b,E,NEG,MUL,VF,a,E,NEG,MUL,VF,c,E,MUL,VN,d,E,E,EQ,SUM,MUL,VN,a,E,MUL,VF,b,E,E,SUM,MUL,VN,d,E,NEG,MUL,VN,c,E,VF,E,EQ,SUM,MUL,VF,c,E,MUL,VF,d,E,E,SUM,NEG,MUL,VF,b,E,NEG,MUL,VN,a,E,VN,E,EQ,SUM,MUL,VN,d,E,E,SUM,NEG,MUL,VN,b,E,MUL,VN,a,E,NEG,MUL,VF,c,E,VN,E,E",11
35,"CASES,EQ,SUM,NEG,MUL,VN,d,E,MUL,VF,b,E,E,SUM,MUL,VF,c,E,VN,E,EQ,VF,SUM,NEG,MUL,VN,a,E,MUL,VN,b,E,MUL,VN,c,E,E,EQ,SUM,NEG,MUL,VF,b,E,NEG,MUL,VN,c,E,E,SUM,NEG,MUL,VN,a,E,MUL,VF,d,E,VN,E,EQ,SUM,MUL,VF,b,E,E,SUM,NEG,MUL,VF,a,E,NEG,MUL,VF,d,E,VF,E,E",11
36,"CASES,EQ,SUM,NEG,MUL,VF,c,E,MUL,VN,a,E,NEG,MUL,VN,b,E,E,SUM,NEG,MUL,VF,d,E,VF,E,EQ,SUM,NEG,MUL,VF,c,E,E,SUM,NEG,MUL,VN,a,E,MUL,VF,b,E,VF,E,EQ,SUM,MUL,VF,d,E,E,SUM,NEG,MUL,VN,a,E,NEG,MUL,VN,b,E,VN,E,EQ,SUM,MUL,VN,b,E,E,SUM,MUL,VF,c,E,NEG,MUL,VF,d,E,NEG,MUL,VN,a,E,VF,E,E",11
37,"CASES,EQ,SUM,NEG,MUL,VF,c,E,E,SUM,MUL,VF,a,E,VN,E,EQ,SUM,NEG,MUL,VF,b,E,MUL,VF,d,E,MUL,VF,a,E,E,SUM,MUL,VN,c,E,VF,E,EQ,VF,SUM,NEG,MUL,VF,b,E,E,EQ,VN,SUM,NEG,MUL,VF,c,E,E,E",11
38,"CASES,EQ,SUM,NEG,MUL,VN,c,E,E,SUM,MUL,VF,a,E,NEG,MUL,VF,b,E,VF,E,EQ,VN,SUM,MUL,VN,b,E,NEG,MUL,VN,d,E,MUL,VN,a,E,E,EQ,VF,SUM,MUL,VN,b,E,MUL,VF,d,E,E,EQ,SUM,NEG,MUL,VF,b,E,MUL,VF,d,E,MUL,VF,a,E,E,SUM,NEG,MUL,VF,c,E,VF,E,E",11
39,"CASES,EQ,VF,SUM,MUL,VN,d,E,NEG,MUL,VN,b,E,E,EQ,SUM,NEG,MUL,VF,c,E,E,SUM,NEG,MUL,VF,a,E,NEG,MUL,VN,d,E,VN,E,EQ,SUM,NEG,MUL,VF,c,E,E,SUM,MUL,VF,b,E,VN,E,EQ,VF,SUM,NEG,MUL,VF,b,E,MUL,VF,d,E,NEG,MUL,VN,a,E,E,E",11
0,"CASES,EQ,SUM,MUL,VN,y,E,NEG,MUL,VN,z,E,NEG,MUL,VN,x,E,E,VF,EQ,SUM,MUL,VF,y,E,NEG,MUL,VF,z,E,MUL,VN,x,E,E,VF,E",10
1,"CASES,EQ,SUM,MUL,VN,z,E,MUL,VF,x,E,NEG,MUL,VN,y,E,E,VN,EQ,SUM,MUL,VN,z,E,MUL,VN,x,E,NEG,MUL,VF,y,E,E,VF,E",10
2,"CASES,EQ,SUM,NEG,MUL,VF,z,E,NEG,MUL,VN,x,E,NEG,MUL,VN,y,E,E,VN,EQ,SUM,NEG,MUL,VN,z,E,MUL,VF,x,E,MUL,VN,y,E,E,VF,E",10
3,"CASES,EQ,SUM,MUL,VN,y,E,NEG,MUL,VF,z,E,MUL,VN,x,E,E,VF,EQ,SUM,MUL,VF,y,E,NEG,MUL,VN,z,E,NEG,MUL,VF,x,E,E,VN,E",10
4,"CASES,EQ,SUM,MUL,VF,y,E,MUL,VF,x,E,MUL,VF,z,E,E,VF,EQ,SUM,NEG,MUL,VF,y,E,MUL,VN,x,E,NEG,MUL,VN,z,E,E,VN,E",10
5,"CASES,EQ,SUM,MUL,VN,x,E,MUL,VN,y,E,MUL,VN,z,E,E,VF,EQ,SUM,NEG,MUL,VN,z,E,MUL,VN,y,E,NEG,MUL,VF,x,E,E,VN,E",10
6,"CASES,EQ,SUM,MUL,VF,y,E,MUL,VF,z,E,NEG,MUL,VF,x,E,E,VF,EQ,SUM,MUL,VF,z,E,NEG,MUL,VF,y,E,NEG,MUL,VF,x,E,E,VF,E",10
7,"CASES,EQ,SUM,MUL,VN,z,E,MUL,VN,y,E,MUL,VF,x,E,E,VF,EQ,SUM,MUL,VN,y,E,MUL,VF,z,E,NEG,MUL,VN,x,E,E,VN,E",10
8,"CASES,EQ,SUM,NEG,MUL,VN,y,E,NEG,MUL,VF,z,E,MUL,VF,x,E,E,VF,EQ,SUM,NEG,MUL,VF,x,E,NEG,MUL,VN,y,E,MUL,VN,z,E,E,VN,E",10
9,"CASES,EQ,SUM,NEG,MUL,VF,z,E,NEG,MUL,VN,x,E,MUL,VF,y,E,E,VF,EQ,SUM,NEG,MUL,VF,y,E,MUL,VF,x,E,NEG,MUL,VN,z,E,E,VF,E",10
10,"CASES,EQ,SUM,MUL,VF,x,E,E,VN,EQ,SUM,MUL,VF,x,E,MUL,VN,z,E,MUL,VF,y,E,E,VF,E",10
11,"CASES,EQ,SUM,MUL,VF,x,E,NEG,MUL,VN,z,E,E,VF,EQ,SUM,NEG,MUL,VF,z,E,MUL,VN,y,E,E,VF,E",10
12,"CASES,EQ,SUM,NEG,MUL,VF,x,E,NEG,MUL,VN,z,E,E,VN,EQ,SUM,NEG,MUL,VF,z,E,NEG,MUL,VF,x,E,E,VF,E",10
13,"CASES,EQ,SUM,MUL,VN,z,E,E,VF,EQ,SUM,MUL,VN,z,E,MUL,VF,x,E,MUL,VN,y,E,E,VN,E",10
14,"CASES,EQ,SUM,MUL,VF,y,E,E,VF,EQ,SUM,MUL,VN,z,E,E,VF,E",10
15,"CASES,EQ,SUM,NEG,MUL,VN,x,E,MUL,VF,z,E,MUL,VN,y,E,E,VN,EQ,SUM,MUL,VN,x,E,NEG,MUL,VN,z,E,NEG,MUL,VN,y,E,E,VF,EQ,SUM,NEG,MUL,VF,x,E,NEG,MUL,VF,z,E,NEG,MUL,VN,y,E,E,VN,E",10
16,"CASES,EQ,SUM,NEG,MUL,VF,y,E,MUL,VN,x,E,NEG,MUL,VN,z,E,E,VF,EQ,SUM,MUL,VF,y,E,NEG,MUL,VN,x,E,MUL,VN,z,E,E,VN,EQ,SUM,NEG,MUL,VN,y,E,NEG,MUL,VF,x,E,MUL,VN,z,E,E,VF,E",10
17,"CASES,EQ,SUM,MUL,VF,z,E,NEG,MUL,VN,y,E,MUL,VN,x,E,E,VN,EQ,SUM,MUL,VN,z,E,NEG,MUL,VF,y,E,MUL,VF,x,E,E,VN,EQ,SUM,NEG,MUL,VN,z,E,MUL,VF,y,E,MUL,VF,x,E,E,VF,E",10
18,"CASES,EQ,SUM,MUL,VN,x,E,NEG,MUL,VF,z,E,MUL,VF,y,E,E,VN,EQ,SUM,MUL,VF,x,E,MUL,VN,z,E,NEG,MUL,VF,y,E,E,VN,EQ,SUM,MUL,VN,x,E,MUL,VF,z,E,NEG,MUL,VF,y,E,E,VN,E",10
19,"CASES,EQ,SUM,NEG,MUL,VN,z,E,MUL,VN,y,E,NEG,MUL,VF,x,E,E,VF,EQ,SUM,MUL,VN,z,E,NEG,MUL,VF,y,E,NEG,MUL,VF,x,E,E,VF,EQ,SUM,MUL,VN,z,E,MUL,VF,y,E,MUL,VF,x,E,E,VN,E",10
20,"CASES,EQ,SUM,NEG,MUL,VN,z,E,MUL,VF,x,E,MUL,VF,y,E,E,VN,EQ,SUM,NEG,MUL,VN,y,E,MUL,VN,z,E,NEG,MUL,VF,x,E,E,VN,EQ,SUM,MUL,VN,x,E,NEG,MUL,VF,y,E,NEG,MUL,VN,z,E,E,VF,E",10
21,"CASES,EQ,SUM,MUL,VN,y,E,NEG,MUL,VN,x,E,NEG,MUL,VF,z,E,E,VN,EQ,SUM,NEG,MUL,VF,z,E,MUL,VN,x,E,NEG,MUL,VN,y,E,E,VF,EQ,SUM,NEG,MUL,VN,x,E,NEG,MUL,VF,z,E,MUL,VF,y,E,E,VF,E",10
22,"CASES,EQ,SUM,NEG,MUL,VF,x,E,NEG,MUL,VN,z,E,NEG,MUL,VF,y,E,E,VF,EQ,SUM,NEG,MUL,VN,y,E,MUL,VN,z,E,NEG,MUL,VN,x,E,E,VN,EQ,SUM,MUL,VF,x,E,NEG,MUL,VN,y,E,MUL,VF,z,E,E,VN,E",10
23,"CASES,EQ,SUM,NEG,MUL,VN,y,E,MUL,VF,x,E,MUL,VF,z,E,E,VN,EQ,SUM,NEG,MUL,VF,z,E,MUL,VF,x,E,MUL,VN,y,E,E,VF,EQ,SUM,NEG,MUL,VF,y,E,NEG,MUL,VN,z,E,MUL,VN,x,E,E,VN,E",10
24,"CASES,EQ,SUM,MUL,VN,z,E,MUL,VN,y,E,MUL,VN,x,E,E,VF,EQ,SUM,MUL,VN,y,E,MUL,VF,z,E,NEG,MUL,VF,x,E,E,VN,EQ,SUM,MUL,VN,y,E,NEG,MUL,VF,z,E,MUL,VN,x,E,E,VF,E",10
25,"CASES,EQ,SUM,MUL,VN,z,E,NEG,MUL,VF,x,E,E,VF,EQ,SUM,NEG,MUL,VF,z,E,NEG,MUL,VF,y,E,E,VN,EQ,SUM,NEG,MUL,VF,y,E,E,VN,E",10
26,"CASES,EQ,SUM,NEG,MUL,VN,y,E,MUL,VN,z,E,E,VF,EQ,SUM,NEG,MUL,VN,x,E,MUL,VN,y,E,E,VN,EQ,SUM,MUL,VN,y,E,NEG,MUL,VF,z,E,E,VN,E",10
27,"CASES,EQ,SUM,MUL,VF,x,E,MUL,VF,z,E,E,VN,EQ,SUM,MUL,VN,y,E,NEG,MUL,VN,z,E,E,VF,EQ,SUM,NEG,MUL,VF,z,E,E,VN,E",10
28,"CASES,EQ,SUM,NEG,MUL,VF,y,E,NEG,MUL,VF,z,E,E,VN,EQ,SUM,MUL,VN,y,E,E,VF,EQ,SUM,NEG,MUL,VF,x,E,MUL,VF,z,E,MUL,VF,y,E,E,VN,E",10
29,"CASES,EQ,SUM,NEG,MUL,VF,z,E,NEG,MUL,VF,x,E,MUL,VN,y,E,E,VN,EQ,SUM,NEG,MUL,VN,y,E,MUL,VF,x,E,MUL,VF,z,E,E,VF,EQ,SUM,MUL,VN,y,E,NEG,MUL,VN,x,E,E,VN,E",10
30,"CASES,EQ,SUM,MUL,VF,y,E,NEG,MUL,VF,x,E,E,SUM,NEG,MUL,VF,z,E,VN,E,EQ,VF,SUM,MUL,VF,y,E,MUL,VF,x,E,E,EQ,SUM,NEG,MUL,VF,x,E,E,SUM,MUL,VN,y,E,VF,E,E",10
31,"CASES,EQ,VN,SUM,NEG,MUL,VF,y,E,E,EQ,VN,SUM,NEG,MUL,VN,y,E,NEG,MUL,VF,z,E,MUL,VF,x,E,E,EQ,SUM,NEG,MUL,VN,y,E,E,SUM,NEG,MUL,VF,x,E,VF,E,E",10
32,"CASES,EQ,VF,SUM,MUL,VF,z,E,E,EQ,SUM,MUL,VF,z,E,E,SUM,MUL,VN,y,E,NEG,MUL,VF,x,E,VF,E,EQ,SUM,NEG,MUL,VN,y,E,E,SUM,NEG,MUL,VF,z,E,MUL,VN,x,E,VF,E,E",10
33,"CASES,EQ,VF,SUM,NEG,MUL,VN,x,E,NEG,MUL,VN,y,E,E,EQ,SUM,MUL,VN,y,E,E,SUM,NEG,MUL,VF,x,E,MUL,VN,z,E,VN,E,EQ,VF,SUM,MUL,VF,x,E,MUL,VN,z,E,E,E",10
34,"CASES,EQ,SUM,NEG,MUL,VF,y,E,MUL,VF,z,E,E,SUM,NEG,MUL,VF,x,E,VN,E,EQ,SUM,MUL,VN,z,E,E,SUM,MUL,VN,x,E,VF,E,EQ,SUM,NEG,MUL,VN,x,E,E,SUM,MUL,VN,y,E,VN,E,E",10
35,"CASES,EQ,SUM,NEG,MUL,VF,y,E,MUL,VF,z,E,MUL,VF,x,E,E,0,EQ,SUM,NEG,MUL,VN,y,E,MUL,VF,z,E,NEG,MUL,VF,x,E,E,0,EQ,SUM,MUL,VF,y,E,NEG,MUL,VN,z,E,NEG,MUL,VN,x,E,E,0,E",10
36,"CASES,EQ,SUM,NEG,MUL,VF,z,E,NEG,MUL,VN,x,E,NEG,MUL,VN,y,E,E,0,EQ,SUM,NEG,MUL,VF,z,E,NEG,MUL,VF,x,E,MUL,VF,y,E,E,0,EQ,SUM,NEG,MUL,VN,z,E,NEG,MUL,VF,x,E,NEG,MUL,VN,y,E,E,0,E",10
37,"CASES,EQ,SUM,NEG,MUL,VF,y,E,NEG,MUL,VN,z,E,MUL,VN,x,E,E,0,EQ,SUM,NEG,MUL,VF,y,E,MUL,VN,z,E,NEG,MUL,VF,x,E,E,0,EQ,SUM,MUL,VF,y,E,NEG,MUL,VF,z,E,NEG,MUL,VN,x,E,E,0,E",10
38,"CASES,EQ,SUM,NEG,MUL,VN,y,E,MUL,VN,z,E,MUL,VF,x,E,E,0,EQ,SUM,MUL,VF,y,E,NEG,MUL,VN,z,E,MUL,VN,x,E,E,0,EQ,SUM,MUL,VN,y,E,MUL,VF,z,E,MUL,VF,x,E,E,0,E",10
39,"CASES,EQ,SUM,NEG,MUL,VN,y,E,MUL,VF,x,E,MUL,VF,z,E,E,0,EQ,SUM,NEG,MUL,VF,y,E,MUL,VF,x,E,NEG,MUL,VN,z,E,E,0,EQ,SUM,NEG,MUL,VN,y,E,NEG,MUL,VF,x,E,NEG,MUL,VF,z,E,E,0,E",10
40,"CASES,EQ,SUM,NEG,MUL,VN,z,E,MUL,VF,y,E,MUL,VF,x,E,E,0,EQ,SUM,NEG,MUL,VF,y,E,NEG,MUL,VF,x,E,NEG,MUL,VN,z,E,E,0,EQ,SUM,NEG,MUL,VN,x,E,MUL,VF,y,E,NEG,MUL,VF,z,E,E,0,E",10
41,"CASES,EQ,SUM,MUL,VF,y,E,NEG,MUL,VN,z,E,MUL,VF,x,E,E,0,EQ,SUM,NEG,MUL,VN,y,E,NEG,MUL,VN,x,E,NEG,MUL,VF,z,E,E,0,EQ,SUM,NEG,MUL,VN,z,E,MUL,VF,x,E,MUL,VF,y,E,E,0,E",10
42,"CASES,EQ,SUM,MUL,VN,z,E,MUL,VF,x,E,MUL,VF,y,E,E,0,EQ,SUM,NEG,MUL,VN,y,E,NEG,MUL,VN,x,E,MUL,VF,z,E,E,0,EQ,SUM,MUL,VF,y,E,MUL,VF,x,E,NEG,MUL,VN,z,E,E,0,E",10
43,"CASES,EQ,SUM,NEG,MUL,VF,z,E,NEG,MUL,VF,x,E,MUL,VF,y,E,E,0,EQ,SUM,MUL,VN,z,E,MUL,VF,x,E,NEG,MUL,VN,y,E,E,0,EQ,SUM,NEG,MUL,VN,y,E,NEG,MUL,VF,z,E,MUL,VN,x,E,E,0,E",10
44,"CASES,EQ,SUM,MUL,VF,y,E,NEG,MUL,VN,x,E,MUL,VF,z,E,E,0,EQ,SUM,NEG,MUL,VN,x,E,MUL,VN,z,E,NEG,MUL,VN,y,E,E,0,EQ,SUM,NEG,MUL,VF,z,E,NEG,MUL,VN,y,E,NEG,MUL,VN,x,E,E,0,E",10
45,"CASES,EQ,SUM,NEG,MUL,VN,z,E,NEG,MUL,VN,y,E,NEG,MUL,VN,x,E,E,0,EQ,SUM,MUL,VN,y,E,E,0,EQ,SUM,NEG,MUL,VF,z,E,E,0,E",10
46,"CASES,EQ,SUM,MUL,VN,z,E,MUL,VF,x,E,E,0,EQ,SUM,NEG,MUL,VF,y,E,E,0,EQ,SUM,MUL,VN,z,E,MUL,VF,x,E,E,0,E",10
47,"CASES,EQ,SUM,MUL,VF,z,E,MUL,VF,y,E,NEG,MUL,VF,x,E,E,0,EQ,SUM,MUL,VF,x,E,MUL,VN,y,E,NEG,MUL,VF,z,E,E,0,EQ,SUM,MUL,VN,y,E,NEG,MUL,VF,z,E,NEG,MUL,VF,x,E,E,0,E",10
48,"CASES,EQ,SUM,NEG,MUL,VN,z,E,E,0,EQ,SUM,MUL,VF,y,E,NEG,MUL,VF,z,E,E,0,EQ,SUM,NEG,MUL,VN,y,E,MUL,VF,z,E,E,0,E",10
49,"CASES,EQ,SUM,NEG,MUL,VF,z,E,MUL,VF,x,E,MUL,VN,y,E,E,0,EQ,SUM,MUL,VN,x,E,NEG,MUL,VN,y,E,E,0,EQ,SUM,NEG,MUL,VN,y,E,MUL,VN,z,E,NEG,MUL,VN,x,E,E,0,E",10
0,"SUM,VC,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,MUL,VC,x,E,NEG,MUL,VC,POW,x,4,E,E",1
1,"SUM,NEG,MUL,VC,POW,x,3,E,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,2,E,NEG,VC,NEG,MUL,VC,x,E,E",1
2,"SUM,MUL,VC,x,E,NEG,VC,NEG,MUL,VC,POW,x,2,E,E",1
3,"SUM,NEG,MUL,VC,POW,x,3,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,6,E,NEG,VC,MUL,VC,POW,x,7,E,MUL,VC,POW,x,4,E,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,5,E,E",1
4,"SUM,NEG,MUL,VC,POW,x,3,E,NEG,VC,NEG,MUL,VC,POW,x,4,E,MUL,VC,x,E,MUL,VC,POW,x,2,E,E",1
5,"SUM,NEG,MUL,VC,POW,x,2,E,NEG,VC,NEG,MUL,VC,POW,x,8,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,3,E,E",1
6,"SUM,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,x,E,NEG,VC,E",1
7,"SUM,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,4,E,NEG,VC,E",1
8,"SUM,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,8,E,NEG,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,5,E,NEG,VC,E",1
9,"SUM,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,4,E,NEG,VC,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,5,E,E",1
10,"SUM,MUL,VC,POW,x,2,E,MUL,VC,POW,x,4,E,MUL,VC,x,E,VC,MUL,VC,POW,x,3,E,MUL,VC,POW,x,5,E,E",1
11,"SUM,VC,MUL,VC,x,E,E",1
12,"SUM,MUL,VC,POW,x,3,E,MUL,VC,x,E,VC,MUL,VC,POW,x,2,E,E",1
13,"SUM,VC,MUL,VC,x,E,MUL,VC,POW,x,2,E,E",1
14,"SUM,MUL,VC,POW,x,4,E,MUL,VC,POW,x,3,E,VC,MUL,VC,x,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,5,E,E",1
15,"SUM,VC,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,E",1
16,"SUM,NEG,VC,MUL,VC,x,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,E",1
17,"SUM,NEG,VC,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,E",1
18,"SUM,VC,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,E",1
19,"SUM,VC,NEG,MUL,VC,x,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,MUL,VC,POW,x,5,E,MUL,VC,POW,x,6,E,MUL,VC,POW,x,7,E,E",1
20,"SUM,NEG,VC,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,8,E,E",1
21,"SUM,NEG,VC,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,8,E,E",1
22,"SUM,NEG,VC,NEG,MUL,VC,x,E,E",1
23,"SUM,NEG,VC,NEG,MUL,VC,x,E,NEG,MUL,VC,POW,x,2,E,NEG,MUL,VC,POW,x,3,E,NEG,MUL,VC,POW,x,4,E,NEG,MUL,VC,POW,x,5,E,NEG,MUL,VC,POW,x,6,E,NEG,MUL,VC,POW,x,7,E,NEG,MUL,VC,POW,x,8,E,E",1
24,"SUM,NEG,VC,NEG,MUL,VC,x,E,E",1
25,"SUM,VC,MUL,VC,x,E,MUL,VC,POW,x,2,E,MUL,VC,POW,x,3,E,MUL,VC,POW,x,4,E,MUL,VC,POW,x,5,E,MUL,VC,POW,x,6,E,MUL,VC,POW,x,7,E,MUL,VC,POW,x,8,E,E",1
